200
5
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99 100 101 102 103 104 105 106 107 108 109 110 111 112 113 114 115 116 117 118 119 120 121 122 123 124 125 126 127 128 129 130 131 132 133 134 135 136 137 138 139 140 141 142 143 144 145 146 147 148 149 150 151 152 153 154 155 156 157 158 159 160 161 162 163 164 165 166 167 168 169 170 171 172 173 174 175 176 177 178 179 180 181 182 183 184 185 186 187 188 189 190 191 192 193 194 195 196 197 198 199 
x 175.05368 130.90984 118.55846 85.40787 x 24.64028 159.92106 188.46665 123.50622 123.83061 58.47623 x 165.54944 x 114.99593 x x 139.51 183.26643 x 72.48703 160.92477 115.82446 211.10938 21.20805 101.93481 x x x 66.2426 x x 167.52225 150.9685 56.26344 x 131.59006 168.58176 115.34393 91.12767 x x x 127.23874 146.30845 119.24419 x x 11.27702 90.35424 x 80.02308 108.14118 122.57258 205.99521 x 104.42215 x 155.39397 x 134.98032 109.4346 89.3446 x 21.76918 x 18.93777 110.06215 75.48954 65.96184 126.88661 x x 131.30955 x 91.06213 55.80909 90.75689 x x x x 196.54857 182.95165 220.74015 110.49802 x x 125.07935 x x x x 80.52863 x x 12.48785 183.25147 x x x x x 90.06846 95.08199 192.59318 x x 165.2519 56.41694 x 171.84128 115.45106 50.59276 x 109.85083 96.80447 x 85.27649 x x 197.48773 x x 92.65398 x 138.6952 50.34432 135.02549 x 20.34517 81.16229 x 109.46883 123.27888 x 29.87481 x 178.86584 98.1834 x 70.91362 119.38337 x x 210.02304 x 164.22904 x x 139.43872 x x 150.07395 102.96373 x x x 108.2313 x x x x 15.25662 77.84987 x x 71.75803 140.30898 108.31059 143.47634 x x 162.21996 x x 192.24118 62.96677 62.61973 x x x 177.64257 x x x x x x x x x 172.21092 x 204.06702 x x x 116.25038 
116.44846 x 108.93824 85.29169 59.01275 40.9697 28.88883 138.24771 x 90.22698 105.18513 62.10363 x x 96.85068 101.85214 x x 140.30373 149.97507 x x 128.31391 x x x 91.46379 124.6498 97.75493 x x x x x x x 80.58539 x x 82.72513 61.72686 x x x 124.92147 125.51611 x 67.13837 81.13413 x x x x x 107.97093 182.99139 x x x x 108.48353 x x x x x x x 78.05046 73.60707 78.69345 x 85.32795 138.79801 x 125.37544 x 73.41892 105.14396 x 97.84587 123.95045 x 171.48023 150.17541 x x 82.31407 64.70123 x x x x x x 148.56662 x x x 94.93475 42.94776 x 55.39039 56.86242 x 77.44187 x 72.39539 x 132.31799 24.65901 x x x x x 85.02065 x x x x 81.18583 x x x 64.70023 167.72548 105.84584 x 109.9561 x x x 120.37657 76.63899 x 138.87791 48.55318 95.2574 157.3855 x 49.3968 41.25181 x 124.56155 81.40971 x 42.51898 x 131.60828 42.9875 x x x 143.64012 x x 44.61583 x 106.94382 x 132.74689 x 52.0805 21.12727 46.48796 x 99.83149 70.89885 x x 111.41564 x x x x 150.49927 165.55657 x x x 45.44287 x 145.69392 x 131.70431 182.49238 158.31117 x x x 135.32229 138.83201 x x x x x x x 
x x x 115.66008 x x 159.13439 32.97269 6.76661 113.7393 67.08602 145.28752 x 60.91515 61.95694 87.42824 163.88331 x 136.5816 x x 135.75403 79.86359 x 31.59547 x 100.83649 x 128.28711 16.7444 x x x x x x x x 34.94794 131.69996 95.89249 145.72965 x x x x x x 122.89228 191.57925 x 33.40355 x x 79.34468 x x 173.2794 139.78627 96.22394 x x x x 104.75556 166.63118 125.93995 194.10595 x x 163.11539 85.85665 x 112.40929 71.46225 x 92.72107 172.85912 173.29734 94.88574 170.63068 41.78782 x 15.41885 141.3817 49.1251 x 109.66056 170.72623 152.70793 x x x x 155.14341 x 154.30452 x x x 170.1565 x x 149.44574 x 91.47035 34.1088 x x 87.95663 x 164.84836 x 168.95852 209.12181 x x 106.94837 x x 197.24408 x x x x 162.72253 x x x 46.8522 x x x x x 60.45241 122.68431 x x x x 124.10466 x x x 118.8036 x x x x x x x x 107.26379 x 46.1607 125.63456 62.12354 125.55851 x x 195.7481 x x 113.05308 x x x x x x 72.86272 x x 161.639 x x 119.17205 147.90645 30.83216 x x 67.63836 x 25.39787 34.11098 x 87.99464 x 60.05313 71.20196 x 24.74 67.84819 x x x x 169.08136 
186.96993 x 102.47148 x 88.50182 113.42089 62.6204 124.22857 x 154.4174 x 27.97589 x 167.74222 99.63474 x x x 61.78584 x 127.64715 24.07427 172.38626 x x x 54.30983 183.70125 x 153.68552 116.20677 124.18344 51.36837 x 127.84787 135.25422 x 157.53621 x x x x 155.03124 147.47684 x 110.69349 x 30.11832 x 90.75719 x 122.13363 47.37096 x 76.78318 x x 29.0849 143.56336 x 23.17228 x 28.97791 62.58302 x x 171.03379 99.38094 125.92598 28.23927 15.95625 73.79379 16.44038 x x 133.95808 72.77842 29.51457 x 71.46949 15.78469 x 196.18449 x 216.60538 x x 46.13247 x x x 80.52863 x 155.14341 x x x x x x 132.30468 179.42431 x 139.97921 125.8197 x x 158.8207 51.83444 179.89013 110.2166 x x x x x x 48.22436 x x x x 176.88477 210.08585 89.60103 x x 175.00852 33.14708 115.16999 x x x 31.31134 x x x 50.89889 x 139.74396 x x x x x x x x 191.64545 183.52737 x x x x 81.16424 38.76161 x x x x x x 130.3415 x x x 60.45054 x x x x 185.20827 x 13.7106 x x x x x x x x x x x x x x x x 103.00847 174.27689 x x x x x x x x 
x 155.6383 x 63.31125 120.00515 x x 140.22953 124.31396 58.45075 144.88479 184.3742 x 62.93793 x x x x 224.79557 13.39447 x 184.44478 x 97.82133 147.06797 180.50196 167.97546 24.97542 x x x 110.18369 x 22.97715 117.05502 165.84809 154.24424 x x x 107.389 x x x x x x x 67.76117 x x 135.42039 162.5667 180.31576 160.58023 x x 236.11376 87.69883 x 214.85144 223.79011 x 149.48045 112.86613 160.07251 47.91546 x 82.56943 180.73673 x x 214.17307 12.90694 159.12563 107.33603 x 208.84245 x x 222.97241 134.94452 x 133.50466 18.9442 x 99.62941 x x 230.70433 x x 148.56662 x x x 174.03608 x 182.59024 x x x x 99.8842 x x x 100.93072 x x x x 169.74807 238.4978 x x 118.36892 x 88.72074 x x x x x x x 179.62803 x 204.61634 115.7603 x 163.93571 x x 73.28241 x x x x x x x x 78.44029 x x x x x x 111.314 x x x x x x x 168.48445 198.47502 x x 159.96165 x x x x x x x x x 51.63224 x x 209.44808 x x x x 151.62942 x x 56.41212 x x x x x 105.27553 161.93127 x x x x x x x x x 
146.27848 143.85162 101.50084 x 62.48658 63.61864 10.46845 129.77423 x 116.2541 92.65613 26.48356 121.97476 146.85908 92.36934 81.98881 x x 107.64918 x x 39.65416 145.81351 93.87706 x 13.56842 68.5487 149.19303 127.0785 x x 75.90211 x x x 83.84464 62.81336 x 137.75957 113.22478 x x 150.40264 x 94.3363 115.84938 106.60351 35.44034 x x x 125.57618 x x 89.85622 176.18886 92.301 x x 121.76109 x x x x 63.67187 x x x x 42.16152 41.17392 93.56654 x x 98.82365 126.07845 x x x x 60.32837 x x x 178.64354 190.2828 88.91754 x 28.9106 x x x x 154.30452 x 174.03608 x 40.22269 150.43085 x 80.46469 166.57745 x x x x x x 98.39069 151.61518 x x x x x 151.61443 83.50101 x x 51.76652 79.0018 x 171.90527 x x 101.28702 x x 31.94557 107.95856 x x x x 106.58703 x x x x 148.37429 x x x 102.6498 x x 180.18484 77.04541 x 152.94489 78.31835 105.8072 x x x 69.63138 x x x 75.44471 x 117.31428 78.42605 x x 63.68877 x 83.30582 x x x x x x 133.81979 x x x 36.61158 x x x x x 110.37538 132.12614 x 159.0501 x x x x 146.29759 x x x x x 28.33027 x 
138.87398 176.24109 131.06146 x 83.0756 23.41908 29.93902 160.33843 186.90626 x 125.38185 66.44115 161.00066 160.0544 x 118.60885 20.29185 x 147.76987 174.81127 163.92762 x 154.172 x x 30.14642 x x 120.76749 170.60025 x 63.13866 x x x x 97.94564 x x x 87.13392 135.54281 174.59023 150.50195 x 147.06867 x 75.51323 104.92896 13.16708 94.9804 x x x x 205.90329 x x x 160.75258 x 143.38397 x x 77.82973 14.26588 125.57995 13.76466 x 82.26247 76.4834 x x x x 149.89912 x 67.19922 101.89857 x x 146.08036 156.71247 195.38629 x 221.09498 x 96.01691 x 134.54651 170.14031 12.48785 x x x x 40.22269 x x x x 184.63948 x 76.56911 81.64839 x 188.99853 x x 157.97156 x x x x x x x x x x 41.06154 106.78042 194.84076 x x 80.884 186.99506 x 61.63509 133.69724 x 19.64499 71.50791 118.96294 x 123.27911 148.77732 x x x x 64.56378 59.82053 113.71663 150.41011 105.64433 x 42.57126 x x 63.10727 144.71909 x x 156.23903 x 216.5573 x x x x x 40.86803 x 16.69577 72.4116 x 118.20472 x x x 132.95661 x x x x x x x x x x x 171.69307 x x x x 93.77643 x x x x x x x x x x x 
186.64217 x x x x 207.26751 x 42.95256 67.42145 158.43269 x 131.58712 44.28491 119.98845 77.57426 68.46013 174.93892 165.67295 88.26037 x x 118.19834 137.12463 103.37678 64.0434 x 82.45359 x 174.84542 x x 172.26017 122.43653 160.15761 66.59829 220.27568 x x x 173.42069 119.40839 x 73.81065 x 80.24578 x x x 164.36413 194.32752 x 48.44324 x 80.54046 x 52.32841 x 137.5319 175.27306 x x 91.44632 119.84812 94.60603 x 174.59717 x x 128.01447 x 142.12798 57.73727 x 170.56059 52.11301 75.80811 x 154.81412 142.41287 x x x x 63.8149 x x x 93.52751 156.06616 x x 183.25147 x x x 182.59024 150.43085 x x 147.19949 194.72151 106.44009 x 181.55932 154.27298 89.96065 98.60795 x 93.71667 146.03272 170.48296 x x 129.27622 222.66769 x x x x 99.36481 214.21015 110.77961 x 197.82067 x x x x x 73.9322 37.42811 166.55683 x 134.67948 x 71.20872 x 162.8969 72.19497 35.50304 x 121.82841 x 122.65788 136.88742 x x x 172.96616 x 176.95464 x x 175.11843 56.28261 x x 152.31465 x 92.4696 x 34.65793 x x x x x x x x x 191.42939 x x 56.90402 x x x x 170.84724 x x x 129.47184 x x x x x 132.12378 x x x x 97.2511 25.84121 x x 163.37771 x 
x x x x x 126.62124 115.23574 104.73701 x 12.89063 97.30819 127.50567 x 49.97278 75.73056 x 100.00012 x 173.3835 x x x x x x x 114.91063 31.95094 x 84.74841 x x x x 81.62043 122.92085 x 5.98672 x 31.64207 51.01422 x 90.34175 x 154.72346 x 12.54361 121.9226 23.81444 133.44791 x 98.96173 106.93599 x 111.70675 133.43588 118.16804 180.03684 45.1624 x x x x x x 106.79865 26.80718 131.28926 x 124.5803 x 122.8536 157.29907 45.40111 112.41225 73.8795 x x x 84.39473 x 95.04937 44.21449 x 64.96469 x 47.36784 114.5943 x x x x 94.93475 x x x x x 147.19949 x 84.60849 80.71861 x x 38.89703 90.93419 89.14487 x 169.00775 x x x 133.17306 183.12672 x x 67.3718 x x x 117.58942 42.32188 101.83074 59.34031 67.55706 x x 30.00912 x x x x x 181.02179 x x x x x 119.16975 34.7466 x 69.563 x x 20.21776 136.80628 106.09865 x x 64.42982 x x x x x x 50.36123 x x x x 115.97889 x x 53.85498 x x x x x x x x x x x x x 70.02015 x x x x x x x x 53.43076 x 120.02212 x x x x x x x x x 
x x x 70.0488 x 48.36511 71.47299 159.52156 175.74807 74.87428 x 104.64356 x 132.63549 x 134.80865 x x 180.37748 x 162.64435 114.4398 x 98.92258 201.72607 77.63934 x x x 156.58956 x x x x 142.0999 x x 85.44038 170.11254 59.85319 76.61838 85.08359 161.62103 x x 148.76001 81.4264 108.34645 x 65.74201 x x x 138.07009 139.27744 200.2956 x x 41.01597 x x 176.77876 x x x x 80.19702 59.32592 x 114.47155 x x 128.18903 121.0252 x x x x 148.07512 99.25348 140.77079 x 111.38914 185.55651 x 216.82324 x 119.51872 106.99239 x 163.01653 x 42.94776 170.1565 132.30468 x 80.46469 x 194.72151 84.60849 x 161.78552 x x 49.21914 108.29274 168.64062 33.54942 172.29759 122.29633 25.2405 144.83958 181.04363 169.01671 49.00704 143.48141 105.61836 124.72857 51.5679 114.86149 33.68518 91.43549 178.44475 x x x x x 110.24115 127.57977 182.74008 58.27558 x x 56.28368 x 177.41375 x x x 70.38779 x 15.88583 89.89527 x 65.46275 204.18497 x 111.6428 x x x x 19.62272 x 138.54769 x 44.60371 169.48168 146.87168 x x x x 61.03168 x x 130.61166 x 86.14102 104.31269 x x x x 127.41973 152.0312 176.60798 77.81495 x x 39.45087 130.59905 141.49185 180.38941 x x 169.09056 85.14779 x 161.37216 x 143.50928 x 103.43167 209.2892 x 37.12712 52.14309 x 
x 79.45284 x x 104.4304 x 168.95266 69.91978 x 93.26687 94.09459 163.96967 x 30.99959 79.81805 115.89963 x x 171.8454 x 68.6675 157.33158 x x x x 126.88214 79.04186 104.38256 30.42983 138.40054 x 200.34697 x 53.8733 x x x 75.22516 x x x 32.96671 34.5913 x 77.50738 x x 104.51974 x 132.30998 67.6025 133.39456 x x 68.21261 114.01645 201.4519 x x 176.33411 172.57588 186.9879 x x x x x x x x x 190.88192 76.99994 x 45.96326 109.00241 x x 110.83944 x 72.52296 90.4288 x x x x x 188.03928 185.18569 x x x x 179.42431 x 166.57745 184.63948 106.44009 80.71861 161.78552 x x x x x x 149.87205 x x x x x x x 18.39492 x x x x 192.74266 77.95393 26.42837 106.73038 x x x x 189.62962 64.33776 x x x 200.62934 111.49629 x 158.61119 184.2876 99.4498 70.94639 x x 145.97521 x x x 70.15595 181.7233 x x x x x x 144.79583 147.45151 x 119.91521 x 155.31391 129.39884 96.25734 x 201.31273 173.63358 x 137.10513 x 154.70081 x x x x x 54.35103 x x 33.62314 129.96593 x 66.40696 x 102.24231 x x 42.21062 71.12584 30.26949 x 105.81738 x x x 65.44135 73.06027 x 170.32713 x x 199.43138 
138.56761 110.62011 x 102.25293 40.4647 x x x x 105.86704 x 25.43062 x 123.1532 x 49.33887 x x 86.39708 156.82181 100.57541 x 125.66841 x x x 36.95587 x 119.745 117.21737 x 80.41494 x x x 108.48589 29.5543 x 104.62094 108.35848 52.79599 140.91859 119.8345 105.29932 x x x 18.53204 102.34309 x 25.8215 92.93549 14.73932 45.53575 56.87304 143.34311 x x x x 59.95284 x x 24.85412 x x x 82.51366 x x x x x x 65.69509 96.16381 30.53776 52.98815 68.82094 x 62.81672 83.35257 147.63048 x 168.01608 x 65.12004 x x 80.69648 x x 55.39039 x x x x x x x x x x x x x x 115.57517 78.54832 132.71866 69.37294 x 106.31362 x x x 54.58097 x 80.48217 x x 68.23949 x 161.50727 44.68989 x 118.65939 x 50.50223 x 95.18538 50.04598 x x x x 83.77621 x 49.44006 115.32203 x 6.30292 85.57156 x 122.49934 x x x x 135.7892 x x x x x 44.56939 152.4639 x x 52.91688 49.68507 x x x x 53.14669 x x x x x x x x x x 133.48772 134.71303 x x x x 171.40424 136.72964 86.54006 101.92813 141.99155 x x x x x x x 67.23736 x x x x x 
x x 117.34787 42.27594 70.85987 75.25428 84.89265 143.19882 154.55069 46.94411 121.31058 x 174.22718 x 103.98575 128.06752 58.07454 x 180.35136 x x 119.02292 94.00553 x x 92.93468 123.23882 x 46.78642 x x 15.93228 187.94061 91.30783 123.48138 66.81996 108.84218 57.7161 154.06494 31.54365 62.44663 59.05794 140.07433 x x x x x x 88.97708 x x 106.08075 135.389 130.90635 x x x 12.74701 173.79228 155.16209 x x x 58.06574 x x 84.05627 58.07193 x 131.93571 x 139.09045 x 135.53257 x 93.38172 128.81368 157.91842 92.33747 150.8258 x x 164.65567 x 197.52028 x x x x x x 56.86242 149.44574 139.97921 99.8842 x 76.56911 181.55932 x x x x x 27.69621 x 144.26864 20.78909 x 94.51597 32.23169 153.35116 167.4818 x x 118.3368 x x 28.76065 114.10438 x x x x 83.96593 14.35858 180.61484 54.70254 123.53255 110.34208 174.77168 73.68009 x 171.27241 x x 175.21299 x 113.81939 160.8371 50.93169 x x 67.10708 x 37.70611 x x x x x x 76.18829 x x x x x 157.5934 x x 148.3938 x 71.71255 77.80573 x x x 116.35414 57.88344 x x 114.44944 153.62326 136.67182 x x x x 26.18619 179.36405 x x 114.6709 178.73708 x 181.4276 x x x 149.39224 x x 152.2909 x x x x x x 
62.47872 134.15282 90.03511 x x 87.93841 x 115.52836 127.6095 x x 98.92993 149.16901 x x x x 46.34365 159.21279 x x 102.98905 74.37773 52.64029 x 88.98784 100.68782 x 43.26231 x 26.97942 24.43918 170.55266 77.73253 95.84824 86.1565 85.86729 41.71788 x 30.28764 x 63.20154 x 82.16974 140.98404 x x x 25.66425 x x x 86.19991 113.29366 105.63297 153.34952 x x 21.72337 148.71154 137.94448 156.64394 148.96626 78.70037 x x 47.13149 x x x x 115.92924 x 82.02518 109.53153 x 69.53991 120.20443 145.19455 68.86116 138.50509 102.72786 x 137.61605 94.94335 x 48.65877 96.7552 112.58059 157.75064 116.28525 90.06846 x x 125.8197 x x 81.64839 154.27298 38.89703 49.21914 x x 27.69621 x x x 47.12394 x 77.0687 36.30203 139.52938 x x x 94.39841 x x 3.2571 x x 44.90519 129.40395 x 57.9691 x x x 115.46776 82.65205 x 71.99229 15.02437 156.54053 23.47349 x x x x 133.14264 x 72.80915 33.35632 x x x 157.13722 69.26093 x x x x x x x x x 12.66899 x x x x x x x 25.5142 x x x x x x 94.46195 139.03807 x x x 127.96722 x x 151.97674 x x 93.72107 x x 153.93232 120.45135 x x x x 94.29401 x x 165.67489 108.78959 x x x 
130.15669 79.98269 37.71395 x 31.16962 117.35812 70.80537 65.50611 98.23691 96.91444 x 54.15889 x x x x 85.0022 x 83.09724 x x x x x x x 24.10656 x 112.84109 86.8565 x x x 122.94256 61.59667 x 9.58 x 73.63445 x x 134.93755 89.085 78.32274 x x 78.44444 x 97.0283 x x 61.40964 22.66135 x 31.10485 111.93239 36.22228 93.77359 x x x x x x x x 114.45341 110.37071 x 41.49248 x x x 131.93052 x x x 82.05541 89.33661 9.11746 84.89139 x 134.4744 104.89733 x 126.06545 45.06453 x x x x 95.08199 77.44187 91.47035 x x x x 89.96065 90.93419 108.29274 x x x x x x x 78.16331 113.12071 x x x 94.45044 x x x 26.20947 78.6791 x x x x 150.25823 23.42495 115.3735 x 118.32461 80.46739 x x 77.16787 x x 98.49343 x x 79.87648 18.52041 x 59.99018 x x x 102.38374 x x x 128.96725 x 93.3044 x x x x x x x x x 59.54291 x 123.47243 x x x x 22.59859 x 115.84268 x x x x x x x 103.66989 x x x x x x x x x x x x x 105.89637 x x x x x x x x 
x 72.05481 76.65697 105.06125 107.4887 x 171.94688 64.40717 x 101.85961 91.94162 164.73896 129.60697 x 79.73001 113.61157 170.53305 x 167.63901 x x 157.29449 58.62102 x 50.6633 x x x x 25.92437 x x x x 51.35565 x x x 68.5218 x 101.86498 127.43136 x x x 73.46731 x 153.55628 112.84615 201.18427 131.62421 62.86278 x 133.79648 x 58.23728 110.82744 x 132.9213 x x x x x 111.16882 174.76674 x x x 152.09313 184.55978 114.687 190.85497 87.3629 x 44.85089 x 192.72597 198.04548 x 194.51526 68.88481 100.71402 38.71943 x x 82.163 x x 182.01128 x 192.59318 x 34.1088 x x x 188.99853 98.60795 89.14487 168.64062 x x 144.26864 x x x x x x x 189.71832 89.10376 x x x x 130.99522 117.14377 x 198.97083 x x x 96.86022 x x x x 63.78281 x x 134.42921 x x x x 186.48928 98.19725 x x 140.22339 152.77282 78.93856 x x 60.0334 x x 73.74617 x x x x x 145.45153 70.94048 125.96049 x x x x 197.39416 x 177.34424 x 139.36697 x 154.76949 x x 124.47991 x x x x x x 132.43983 148.75915 56.43654 x 112.61549 x x x x x x x x x x x x 89.09747 x 200.43969 x x 
x 180.90106 137.15567 x x x 101.21138 162.23929 x 56.85051 141.72091 130.84603 x 119.11362 x 148.8421 71.84499 61.89922 200.86755 108.0987 x 138.5775 104.18852 99.11651 x x x x 50.27103 x x x 207.57081 x 141.72054 x x x x 38.20192 82.77806 54.43374 156.46922 123.78696 x 153.65835 71.06307 132.14304 45.35296 99.25226 x 156.26623 x x 151.59798 x x 187.63825 26.70171 x 174.84969 x 185.08352 x x 80.09823 x x 75.6603 137.59636 x x x 96.16451 x 136.22297 114.16449 x 176.13319 x x 149.69471 84.43956 181.30197 x x x x 137.02751 x x x 72.39539 x 158.8207 100.93072 x x x x 33.54942 149.87205 115.57517 20.78909 47.12394 x x x x x 48.90168 x 187.25559 x x x x x x 134.573 x 91.41964 170.1827 x x x x x x x x x 36.45707 190.12612 x x 195.91598 x 134.41747 179.44424 x x x x x 49.10438 x 53.12841 x x x x 94.86818 x 195.574 x 211.43325 x x x 66.00724 x x 73.17936 x 68.96103 x 142.92022 135.9909 61.45705 x x x x 154.8353 x 139.56745 170.30782 x x x x 100.99981 125.30697 199.4047 x x x x 70.51266 x x x 170.82604 x 212.30993 x 67.93746 81.54572 x 
208.28795 x 95.0468 x x 161.82124 108.85049 105.36506 144.10728 x x 71.97905 x x 99.19862 x x x 9.96379 214.77417 107.94366 59.15012 179.4039 123.72382 152.28976 108.86465 54.10303 198.20949 190.7498 x x 158.61589 29.50658 199.16958 118.26058 x 68.74266 174.96066 x x x 212.77995 x 145.96355 x 94.93871 x 64.58838 x x x 105.80002 x x x 141.68649 x x x x x 5.09614 x x x x x x x 58.1076 x 53.96696 x x 68.69428 126.94332 x x 55.33268 85.49738 58.3381 99.61981 212.18798 145.74135 233.25944 148.70285 122.33428 56.24152 86.8648 15.81719 x x x x 51.83444 x 98.39069 x 93.71667 169.00775 172.29759 x 78.54832 x x 78.16331 x x x x x 49.22721 91.6591 36.1514 179.35308 165.85504 103.14737 52.64823 x x 177.07294 127.16336 x x x x 97.22141 196.42203 84.94316 x x 121.69834 x x 175.27335 x x x 77.77507 x 137.77667 84.8349 164.08711 143.95858 x x x x x x 162.59794 43.145 x x 37.82482 x x 144.02694 x x x x 176.38979 178.25247 x x 93.04988 x 60.87822 x x x x x x x x 152.05412 x x x x 235.2795 x 17.88747 x x x x 128.85974 x x x x 118.47283 x 65.19824 174.09937 x x 
52.30255 x 95.80972 x 92.35421 x 150.58143 103.62722 x x 109.96875 x 162.99496 27.04167 89.03359 x 137.74433 41.32923 190.69027 27.00737 104.1919 155.89636 9.10621 65.72026 x 160.09979 135.44197 x 53.6242 x x x x 14.39041 80.48885 x x x x x x x x 48.66621 172.4539 x 46.01952 150.28636 59.56898 x 136.30553 98.83495 132.83921 147.34964 125.90882 119.01739 132.07089 206.37783 81.83708 162.45378 x 190.00909 195.25057 118.63791 88.06257 x x x x x x x 187.39571 x 123.76445 x 107.81239 184.00299 200.41536 108.82405 194.9963 98.57705 36.36687 99.21995 x 134.59375 x 137.88729 x x 91.01221 165.2519 132.31799 87.95663 179.89013 x 151.61518 157.97156 146.03272 x 122.29633 x 132.71866 94.51597 77.0687 113.12071 x x x x x x 133.14796 207.5708 x x 85.6207 x x x x 64.7944 80.12035 x x x 143.10998 49.3117 x 79.95911 159.79291 145.82699 90.11297 206.72883 x x x 169.33243 x x x 129.73533 107.58195 49.64204 x x 121.65034 x 29.2818 x x x x x x x x 88.07427 x x 104.05906 x x x x 88.62233 125.19056 120.26229 x x 86.18095 x x 190.98548 89.13777 x x 84.85073 x x x x 52.67324 x 184.21041 x x x x x x x x x 70.13487 x 166.36862 x x 208.00897 
92.59752 x x x x x 52.79946 136.67135 155.82354 68.57634 x x 155.93771 118.9235 x 109.62257 x x 155.74992 x 139.92647 x x 78.43573 181.24472 x x x 74.28147 x 9.96595 17.06685 x 113.61436 120.70263 53.49237 88.77582 x 147.05582 58.96842 x x 142.14428 x x x 68.60961 84.60394 58.43762 59.55119 92.83226 131.01529 x x x 178.94848 x 138.89422 40.71424 155.56069 127.19366 152.27281 137.06339 x x 34.76802 x x x x x x 107.95216 x x 118.35168 75.80248 97.02159 x 74.19363 x x x 165.30507 x 195.23362 x 94.44607 88.47496 x x 56.41694 24.65901 x 110.2166 x x x 170.48296 x 25.2405 x 69.37294 32.23169 36.30203 x x 48.90168 x x x 123.24711 156.97781 x 60.2773 128.32413 82.40841 x 39.45131 x x x x x x 41.11935 x x x x 157.58359 x 24.97253 141.4811 53.24815 100.49513 152.4094 x 98.96278 155.48383 x x 17.39235 x x x x x 108.80389 x 18.39204 140.15756 46.42924 x x x x x x x x x x x x 37.0256 x x x x x 87.14082 x x x x x x x 6.23648 x x x x x 124.57561 x 150.02974 x x x x 126.89032 x x x x 48.469 x x 
200.69942 140.08505 113.11901 x 101.99633 x x 133.20579 171.35375 168.12403 98.2528 41.27266 x 180.23319 111.27407 x x 181.20965 59.00301 x 136.50588 37.57622 x 127.72491 x 70.7757 64.42158 197.2438 181.76514 164.35447 x x x 201.50962 138.52074 145.77613 72.92206 171.15945 136.80049 x 114.67959 202.63599 165.39695 x 56.03526 120.04881 x 43.76255 x 99.76914 x 131.564 x x x 176.09501 83.41059 15.64931 157.14706 93.30478 21.68364 x 21.41486 75.06783 110.14128 x x x x x 24.2564 81.24005 x x 94.24518 x x 35.46797 x 84.33883 9.11551 x x 175.4938 x 186.11219 x x 43.0913 38.40771 x x x 164.84836 x x x x x x 144.83958 x x 153.35116 139.52938 x 189.71832 x 49.22721 x 123.24711 x 128.61444 x x x x x x x 141.58701 x x x 102.53113 x x x 40.36111 x 99.47813 87.93254 140.06738 x 162.99972 108.94518 67.44905 60.26545 91.53594 x x x 140.59486 x x x x x x 196.83118 x x x x x x x x 113.53737 x x x 141.23461 140.73056 86.86929 115.03318 x x x 187.69322 108.48752 x 198.01597 4.696 x x x 178.27375 80.54622 x 176.0998 x 233.57394 x x 149.71769 173.66819 x x x x 187.01874 x 144.93065 x 159.86353 31.3068 x x x 
172.78451 17.28934 x x x 194.89673 x 29.55785 59.01957 144.32014 x 122.0215 x x 63.50636 58.06248 162.30056 x 87.57187 x x 109.14403 x 89.16841 61.12059 153.03745 72.57978 x 160.76759 x 154.53497 158.37137 121.02245 x 53.10007 207.28428 76.81352 x x 159.22548 105.43679 x 63.22368 84.48679 x 33.75978 123.72508 x 150.1722 x 83.83572 34.7506 92.66659 x x 50.143 48.44958 x 161.1006 x 108.26812 x x 82.66091 x x x x 113.80829 x x x 138.04037 157.56301 x 62.55051 x 146.41734 x 85.30708 136.14284 x 166.67877 57.36649 186.22957 x x x x x x 171.84128 x x x 169.74807 x x x 133.17306 181.04363 x 106.31362 167.4818 x x 89.10376 187.25559 91.6591 133.14796 156.97781 128.61444 x x x x x 78.75776 139.85456 x x x x x x x x x 146.9671 x x 154.60898 x x x x x 152.72127 59.41248 x x x 166.9977 x x x x 193.21727 x 141.50333 x x x x x x x x x x x x x x 158.24636 x x x x 158.48193 77.19636 x x 124.21697 x x 99.41316 x x x x 144.68246 x 117.58372 x x x x 97.04318 x x 118.01459 x x 83.04377 x x x x x 
